Statistic_Label,Census_Year,Sex,Regular_Unpaid_Help,Age_Group,Present_Economic_Status,Unit,Value
Carers Aged 15 Years And Over,2011,Female,All carers,65 years and over,All persons aged 15 years and over,Number,14603
Carers Aged 15 Years And Over,2011,Female,All carers,65 years and over,Employer or own account worker,Number,269
Carers Aged 15 Years And Over,2011,Female,All carers,65 years and over,Employee,Number,512
Carers Aged 15 Years And Over,2011,Female,All carers,65 years and over,Assisting relative,Number,67
Carers Aged 15 Years And Over,2011,Female,All carers,65 years and over,Unemployed looking for first regular job,Number,0
Carers Aged 15 Years And Over,2011,Female,All carers,65 years and over,Unemployed having lost or given up previous job,Number,55
Carers Aged 15 Years And Over,2011,Female,All carers,65 years and over,Student or pupil,Number,9
Carers Aged 15 Years And Over,2011,Female,All carers,65 years and over,Looking after home/family,Number,5540
Carers Aged 15 Years And Over,2011,Female,All carers,65 years and over,Retired,Number,7664
Carers Aged 15 Years And Over,2011,Female,All carers,65 years and over,Unable to work due to permanent sickness or disability,Number,387
Carers Aged 15 Years And Over,2011,Female,All carers,65 years and over,Other economic status,Number,100
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,All ages,All persons aged 15 years and over,Number,46307
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,All ages,Employer or own account worker,Number,2643
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,All ages,Employee,Number,24418
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,All ages,Assisting relative,Number,160
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,All ages,Unemployed looking for first regular job,Number,222
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,All ages,Unemployed having lost or given up previous job,Number,2896
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,All ages,Student or pupil,Number,2600
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,All ages,Looking after home/family,Number,8339
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,All ages,Retired,Number,3495
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,All ages,Unable to work due to permanent sickness or disability,Number,1366
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,All ages,Other economic status,Number,168
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,15 - 24 years,All persons aged 15 years and over,Number,3067
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,15 - 24 years,Employer or own account worker,Number,20
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,15 - 24 years,Employee,Number,717
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,15 - 24 years,Assisting relative,Number,7
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,15 - 24 years,Unemployed looking for first regular job,Number,115
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,15 - 24 years,Unemployed having lost or given up previous job,Number,238
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,15 - 24 years,Student or pupil,Number,1864
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,15 - 24 years,Looking after home/family,Number,87
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,15 - 24 years,Retired,Number,1
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,15 - 24 years,Unable to work due to permanent sickness or disability,Number,13
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,15 - 24 years,Other economic status,Number,5
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,25 - 44 years,All persons aged 15 years and over,Number,16308
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,25 - 44 years,Employer or own account worker,Number,864
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,25 - 44 years,Employee,Number,10417
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,25 - 44 years,Assisting relative,Number,42
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,25 - 44 years,Unemployed looking for first regular job,Number,73
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,25 - 44 years,Unemployed having lost or given up previous job,Number,1344
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,25 - 44 years,Student or pupil,Number,461
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,25 - 44 years,Looking after home/family,Number,2676
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,25 - 44 years,Retired,Number,24
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,25 - 44 years,Unable to work due to permanent sickness or disability,Number,345
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,25 - 44 years,Other economic status,Number,62
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,45 - 64 years,All persons aged 15 years and over,Number,23124
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,45 - 64 years,Employer or own account worker,Number,1643
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,45 - 64 years,Employee,Number,13063
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,45 - 64 years,Assisting relative,Number,94
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,45 - 64 years,Unemployed looking for first regular job,Number,34
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,45 - 64 years,Unemployed having lost or given up previous job,Number,1299
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,45 - 64 years,Student or pupil,Number,271
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,45 - 64 years,Looking after home/family,Number,4531
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,45 - 64 years,Retired,Number,1187
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,45 - 64 years,Unable to work due to permanent sickness or disability,Number,928
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,45 - 64 years,Other economic status,Number,74
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,65 years and over,All persons aged 15 years and over,Number,3808
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,65 years and over,Employer or own account worker,Number,116
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,65 years and over,Employee,Number,221
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,65 years and over,Assisting relative,Number,17
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,65 years and over,Unemployed looking for first regular job,Number,0
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,65 years and over,Unemployed having lost or given up previous job,Number,15
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,65 years and over,Student or pupil,Number,4
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,65 years and over,Looking after home/family,Number,1045
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,65 years and over,Retired,Number,2283
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,65 years and over,Unable to work due to permanent sickness or disability,Number,80
Carers Aged 15 Years And Over,2011,Female,1-14 hours unpaid help per week,65 years and over,Other economic status,Number,27
Carers Aged 15 Years And Over,2011,Female,15-28 hours unpaid help per week,All ages,All persons aged 15 years and over,Number,18254
Carers Aged 15 Years And Over,2011,Female,15-28 hours unpaid help per week,All ages,Employer or own account worker,Number,864
Carers Aged 15 Years And Over,2011,Female,15-28 hours unpaid help per week,All ages,Employee,Number,7542
Carers Aged 15 Years And Over,2011,Female,15-28 hours unpaid help per week,All ages,Assisting relative,Number,124
Carers Aged 15 Years And Over,2011,Female,15-28 hours unpaid help per week,All ages,Unemployed looking for first regular job,Number,73
Carers Aged 15 Years And Over,2011,Female,15-28 hours unpaid help per week,All ages,Unemployed having lost or given up previous job,Number,1512
Carers Aged 15 Years And Over,2011,Female,15-28 hours unpaid help per week,All ages,Student or pupil,Number,576
Carers Aged 15 Years And Over,2011,Female,15-28 hours unpaid help per week,All ages,Looking after home/family,Number,5048
Carers Aged 15 Years And Over,2011,Female,15-28 hours unpaid help per week,All ages,Retired,Number,1579
Carers Aged 15 Years And Over,2011,Female,15-28 hours unpaid help per week,All ages,Unable to work due to permanent sickness or disability,Number,819
Carers Aged 15 Years And Over,2011,Female,15-28 hours unpaid help per week,All ages,Other economic status,Number,117
Carers Aged 15 Years And Over,2011,Female,15-28 hours unpaid help per week,15 - 24 years,All persons aged 15 years and over,Number,775
Carers Aged 15 Years And Over,2011,Female,15-28 hours unpaid help per week,15 - 24 years,Employer or own account worker,Number,8
Carers Aged 15 Years And Over,2011,Female,15-28 hours unpaid help per week,15 - 24 years,Employee,Number,206
Carers Aged 15 Years And Over,2011,Female,15-28 hours unpaid help per week,15 - 24 years,Assisting relative,Number,1
Carers Aged 15 Years And Over,2011,Female,15-28 hours unpaid help per week,15 - 24 years,Unemployed looking for first regular job,Number,26
Carers Aged 15 Years And Over,2011,Female,15-28 hours unpaid help per week,15 - 24 years,Unemployed having lost or given up previous job,Number,108
Carers Aged 15 Years And Over,2011,Female,15-28 hours unpaid help per week,15 - 24 years,Student or pupil,Number,356
Carers Aged 15 Years And Over,2011,Female,15-28 hours unpaid help per week,15 - 24 years,Looking after home/family,Number,56
Carers Aged 15 Years And Over,2011,Female,15-28 hours unpaid help per week,15 - 24 years,Retired,Number,2
Carers Aged 15 Years And Over,2011,Female,15-28 hours unpaid help per week,15 - 24 years,Unable to work due to permanent sickness or disability,Number,6
Carers Aged 15 Years And Over,2011,Female,15-28 hours unpaid help per week,15 - 24 years,Other economic status,Number,6
Carers Aged 15 Years And Over,2011,Female,15-28 hours unpaid help per week,25 - 44 years,All persons aged 15 years and over,Number,5982
Carers Aged 15 Years And Over,2011,Female,15-28 hours unpaid help per week,25 - 44 years,Employer or own account worker,Number,252
Carers Aged 15 Years And Over,2011,Female,15-28 hours unpaid help per week,25 - 44 years,Employee,Number,2913
Carers Aged 15 Years And Over,2011,Female,15-28 hours unpaid help per week,25 - 44 years,Assisting relative,Number,33
Carers Aged 15 Years And Over,2011,Female,15-28 hours unpaid help per week,25 - 44 years,Unemployed looking for first regular job,Number,37
Carers Aged 15 Years And Over,2011,Female,15-28 hours unpaid help per week,25 - 44 years,Unemployed having lost or given up previous job,Number,672
Carers Aged 15 Years And Over,2011,Female,15-28 hours unpaid help per week,25 - 44 years,Student or pupil,Number,145
Carers Aged 15 Years And Over,2011,Female,15-28 hours unpaid help per week,25 - 44 years,Looking after home/family,Number,1660
Carers Aged 15 Years And Over,2011,Female,15-28 hours unpaid help per week,25 - 44 years,Retired,Number,16
Carers Aged 15 Years And Over,2011,Female,15-28 hours unpaid help per week,25 - 44 years,Unable to work due to permanent sickness or disability,Number,211
Carers Aged 15 Years And Over,2011,Female,15-28 hours unpaid help per week,25 - 44 years,Other economic status,Number,43
Carers Aged 15 Years And Over,2011,Female,15-28 hours unpaid help per week,45 - 64 years,All persons aged 15 years and over,Number,9555
Carers Aged 15 Years And Over,2011,Female,15-28 hours unpaid help per week,45 - 64 years,Employer or own account worker,Number,559
Carers Aged 15 Years And Over,2011,Female,15-28 hours unpaid help per week,45 - 64 years,Employee,Number,4365
Carers Aged 15 Years And Over,2011,Female,15-28 hours unpaid help per week,45 - 64 years,Assisting relative,Number,79
Carers Aged 15 Years And Over,2011,Female,15-28 hours unpaid help per week,45 - 64 years,Unemployed looking for first regular job,Number,10
Carers Aged 15 Years And Over,2011,Female,15-28 hours unpaid help per week,45 - 64 years,Unemployed having lost or given up previous job,Number,724
Carers Aged 15 Years And Over,2011,Female,15-28 hours unpaid help per week,45 - 64 years,Student or pupil,Number,74
Carers Aged 15 Years And Over,2011,Female,15-28 hours unpaid help per week,45 - 64 years,Looking after home/family,Number,2631
